ts,symbol,signal,permit,reason
1776474900,ETHUSDT,EXIT_LONG,True,exit
1776475800,SOLUSDT,EXIT_LONG,True,exit
1776477600,SOLUSDT,ENTER_LONG,True,allowed
1776479400,SOLUSDT,EXIT_LONG,True,exit
1776486600,BTCUSDT,ENTER_LONG,True,allowed
1776486600,ETHUSDT,ENTER_LONG,True,allowed
1776486600,SOLUSDT,ENTER_LONG,True,allowed
1776487500,SOLUSDT,EXIT_LONG,True,exit
1776489300,BTCUSDT,EXIT_LONG,True,exit
1776489300,ETHUSDT,EXIT_LONG,True,exit
1776490200,SOLUSDT,ENTER_LONG,True,allowed
1776494700,SOLUSDT,EXIT_LONG,True,exit
1776503700,BTCUSDT,ENTER_LONG,True,allowed
1776503700,ETHUSDT,ENTER_LONG,True,allowed
1776503700,SOLUSDT,ENTER_LONG,True,allowed
1776505500,BTCUSDT,EXIT_LONG,True,exit
1776505500,ETHUSDT,EXIT_LONG,True,exit
1776506400,SOLUSDT,EXIT_LONG,True,exit
1776512700,SOLUSDT,ENTER_LONG,True,allowed
1776514500,SOLUSDT,EXIT_LONG,True,exit
1776515400,ETHUSDT,ENTER_LONG,True,allowed
1776515400,SOLUSDT,ENTER_LONG,True,allowed
1776517200,ETHUSDT,EXIT_LONG,True,exit
1776517200,SOLUSDT,EXIT_LONG,True,exit
1776525300,ETHUSDT,ENTER_LONG,True,allowed
1776526200,ETHUSDT,EXIT_LONG,True,exit
1776527100,BTCUSDT,ENTER_LONG,True,allowed
1776527100,ETHUSDT,ENTER_LONG,True,allowed
1776527100,SOLUSDT,ENTER_LONG,True,allowed
1776528900,BTCUSDT,EXIT_LONG,True,exit
1776528900,SOLUSDT,EXIT_LONG,True,exit
1776529800,ETHUSDT,EXIT_LONG,True,exit
1776530700,SOLUSDT,ENTER_LONG,True,allowed
1776531600,SOLUSDT,EXIT_LONG,True,exit
1776533400,SOLUSDT,ENTER_LONG,True,allowed
1776534300,SOLUSDT,EXIT_LONG,True,exit
1776537900,SOLUSDT,ENTER_LONG,True,allowed
1776539700,SOLUSDT,EXIT_LONG,True,exit
1776541500,SOLUSDT,ENTER_LONG,True,allowed
1776542400,ETHUSDT,ENTER_LONG,True,allowed
1776543300,ETHUSDT,EXIT_LONG,True,exit
1776543300,SOLUSDT,EXIT_LONG,True,exit
1776546900,SOLUSDT,ENTER_LONG,True,allowed
1776547800,ETHUSDT,ENTER_LONG,True,allowed
1776547800,SOLUSDT,EXIT_LONG,True,exit
1776548700,SOLUSDT,ENTER_LONG,True,allowed
1776549600,ETHUSDT,EXIT_LONG,True,exit
1776549600,SOLUSDT,EXIT_LONG,True,exit
1776567600,SOLUSDT,ENTER_LONG,True,allowed
1776570300,SOLUSDT,EXIT_LONG,True,exit
1776575700,ETHUSDT,ENTER_LONG,True,allowed
1776577500,ETHUSDT,EXIT_LONG,True,exit
1776583800,SOLUSDT,ENTER_LONG,True,allowed
1776585600,ETHUSDT,ENTER_LONG,True,allowed
1776586500,ETHUSDT,EXIT_LONG,True,exit
1776586500,SOLUSDT,EXIT_LONG,True,exit
1776587400,ETHUSDT,ENTER_LONG,True,allowed
1776588300,ETHUSDT,EXIT_LONG,True,exit
1776590100,BTCUSDT,ENTER_LONG,True,allowed
1776590100,SOLUSDT,ENTER_LONG,True,allowed
1776591000,BTCUSDT,EXIT_LONG,True,exit
1776591000,SOLUSDT,EXIT_LONG,True,exit
1776592800,ETHUSDT,ENTER_LONG,True,allowed
1776592800,SOLUSDT,ENTER_LONG,True,allowed
1776596400,BTCUSDT,ENTER_LONG,True,allowed
1776597300,ETHUSDT,EXIT_LONG,True,exit
1776597300,SOLUSDT,EXIT_LONG,True,exit
1776600900,BTCUSDT,EXIT_LONG,True,exit
1776609000,BTCUSDT,ENTER_LONG,True,allowed
1776610800,BTCUSDT,EXIT_LONG,True,exit
1776618000,ETHUSDT,ENTER_LONG,True,allowed
1776618900,ETHUSDT,EXIT_LONG,True,exit
1776621600,BTCUSDT,ENTER_LONG,True,allowed
1776621600,ETHUSDT,ENTER_LONG,True,allowed
1776621600,SOLUSDT,ENTER_LONG,True,allowed
1776622500,BTCUSDT,EXIT_LONG,True,exit
1776622500,ETHUSDT,EXIT_LONG,True,exit
1776622500,SOLUSDT,EXIT_LONG,True,exit
1776624300,ETHUSDT,ENTER_LONG,True,allowed
1776626100,ETHUSDT,EXIT_LONG,True,exit
1776633300,BTCUSDT,ENTER_LONG,True,allowed
1776633300,ETHUSDT,ENTER_LONG,True,allowed
1776633300,SOLUSDT,ENTER_LONG,True,allowed
1776635100,BTCUSDT,EXIT_LONG,True,exit
1776635100,ETHUSDT,EXIT_LONG,True,exit
1776635100,SOLUSDT,EXIT_LONG,True,exit
1776640500,SOLUSDT,ENTER_LONG,True,allowed
1776645000,SOLUSDT,EXIT_LONG,True,exit
1776651300,SOLUSDT,ENTER_LONG,True,allowed
1776654000,BTCUSDT,ENTER_LONG,True,allowed
1776657600,BTCUSDT,EXIT_LONG,True,exit
1776657600,SOLUSDT,EXIT_LONG,True,exit
1776667500,BTCUSDT,ENTER_LONG,True,allowed
1776667500,ETHUSDT,ENTER_LONG,True,allowed
1776670200,BTCUSDT,EXIT_LONG,True,exit
1776670200,ETHUSDT,EXIT_LONG,True,exit
1776671100,ETHUSDT,ENTER_LONG,True,allowed
1776672000,SOLUSDT,ENTER_LONG,True,allowed
1776672900,ETHUSDT,EXIT_LONG,True,exit
1776673800,SOLUSDT,EXIT_LONG,True,exit
1776684600,BTCUSDT,ENTER_LONG,True,allowed
1776684600,ETHUSDT,ENTER_LONG,True,allowed
1776684600,SOLUSDT,ENTER_LONG,True,allowed
1776685500,BTCUSDT,EXIT_LONG,True,exit
1776685500,ETHUSDT,EXIT_LONG,True,exit
1776685500,SOLUSDT,EXIT_LONG,True,exit
1776686400,BTCUSDT,ENTER_LONG,True,allowed
1776686400,ETHUSDT,ENTER_LONG,True,allowed
1776686400,SOLUSDT,ENTER_LONG,True,allowed
1776688200,BTCUSDT,EXIT_LONG,True,exit
1776688200,ETHUSDT,EXIT_LONG,True,exit
1776688200,SOLUSDT,EXIT_LONG,True,exit
1776689100,SOLUSDT,ENTER_LONG,True,allowed
1776690000,ETHUSDT,ENTER_LONG,True,allowed
1776690900,ETHUSDT,EXIT_LONG,True,exit
1776690900,SOLUSDT,EXIT_LONG,True,exit
1776691800,SOLUSDT,ENTER_LONG,True,allowed
1776692700,BTCUSDT,ENTER_LONG,True,allowed
1776693600,BTCUSDT,EXIT_LONG,True,exit
1776693600,SOLUSDT,EXIT_LONG,True,exit
1776694500,ETHUSDT,ENTER_LONG,True,allowed
1776695400,ETHUSDT,EXIT_LONG,True,exit
1776697200,ETHUSDT,ENTER_LONG,True,allowed
1776697200,SOLUSDT,ENTER_LONG,True,allowed
1776699000,ETHUSDT,EXIT_LONG,True,exit
1776699000,SOLUSDT,EXIT_LONG,True,exit
1776702600,ETHUSDT,ENTER_LONG,True,allowed
1776703500,ETHUSDT,EXIT_LONG,True,exit
1776706200,BTCUSDT,ENTER_LONG,True,allowed
1776706200,ETHUSDT,ENTER_LONG,True,allowed
1776708900,BTCUSDT,EXIT_LONG,True,exit
1776708900,ETHUSDT,EXIT_LONG,True,exit
1776709800,BTCUSDT,ENTER_LONG,True,allowed
1776709800,ETHUSDT,ENTER_LONG,True,allowed
1776709800,SOLUSDT,ENTER_LONG,True,allowed
1776710700,ETHUSDT,EXIT_LONG,True,exit
1776711600,SOLUSDT,EXIT_LONG,True,exit
1776712500,BTCUSDT,EXIT_LONG,True,exit
1776715200,BTCUSDT,ENTER_LONG,True,allowed
1776715200,ETHUSDT,ENTER_LONG,True,allowed
1776716100,BTCUSDT,EXIT_LONG,True,exit
1776716100,ETHUSDT,EXIT_LONG,True,exit
1776721500,SOLUSDT,ENTER_LONG,True,allowed
1776723300,SOLUSDT,EXIT_LONG,True,exit
1776737700,ETHUSDT,ENTER_LONG,True,allowed
1776738600,ETHUSDT,EXIT_LONG,True,exit
1776741300,ETHUSDT,ENTER_LONG,True,allowed
1776741300,SOLUSDT,ENTER_LONG,True,allowed
1776742200,SOLUSDT,EXIT_LONG,True,exit
1776744000,ETHUSDT,EXIT_LONG,True,exit
1776747600,BTCUSDT,ENTER_LONG,True,allowed
1776748500,BTCUSDT,EXIT_LONG,True,exit
1776752100,ETHUSDT,ENTER_LONG,True,allowed
1776753000,SOLUSDT,ENTER_LONG,True,allowed
1776753900,ETHUSDT,EXIT_LONG,True,exit
1776753900,SOLUSDT,EXIT_LONG,True,exit
1776754800,ETHUSDT,ENTER_LONG,True,allowed
1776755700,BTCUSDT,ENTER_LONG,True,allowed
1776755700,SOLUSDT,ENTER_LONG,True,allowed
1776756600,BTCUSDT,EXIT_LONG,True,exit
1776757500,BTCUSDT,ENTER_LONG,True,allowed
1776757500,ETHUSDT,EXIT_LONG,True,exit
1776757500,SOLUSDT,EXIT_LONG,True,exit
1776760200,BTCUSDT,EXIT_LONG,True,exit
1776760200,ETHUSDT,ENTER_LONG,True,allowed
1776760200,SOLUSDT,ENTER_LONG,True,allowed
1776761100,ETHUSDT,EXIT_LONG,True,exit
1776761100,SOLUSDT,EXIT_LONG,True,exit
1776770100,ETHUSDT,ENTER_LONG,True,allowed
1776771000,ETHUSDT,EXIT_LONG,True,exit
1776778200,ETHUSDT,ENTER_LONG,True,allowed
1776778200,SOLUSDT,ENTER_LONG,True,allowed
1776779100,ETHUSDT,EXIT_LONG,True,exit
1776780000,SOLUSDT,EXIT_LONG,True,exit
1776783600,SOLUSDT,ENTER_LONG,True,allowed
1776785400,ETHUSDT,ENTER_LONG,True,allowed
1776785400,SOLUSDT,EXIT_LONG,True,exit
1776788100,ETHUSDT,EXIT_LONG,True,exit
1776792600,BTCUSDT,ENTER_LONG,True,allowed
1776792600,ETHUSDT,ENTER_LONG,True,allowed
1776792600,SOLUSDT,ENTER_LONG,True,allowed
1776793500,BTCUSDT,EXIT_LONG,True,exit
1776793500,ETHUSDT,EXIT_LONG,True,exit
1776793500,SOLUSDT,EXIT_LONG,True,exit
1776795300,ETHUSDT,ENTER_LONG,True,allowed
1776796200,ETHUSDT,EXIT_LONG,True,exit
1776797100,BTCUSDT,ENTER_LONG,True,allowed
1776797100,ETHUSDT,ENTER_LONG,True,allowed
1776797100,SOLUSDT,ENTER_LONG,True,allowed
1776799800,BTCUSDT,EXIT_LONG,True,exit
1776799800,ETHUSDT,EXIT_LONG,True,exit
1776799800,SOLUSDT,EXIT_LONG,True,exit
1776801600,SOLUSDT,ENTER_LONG,True,allowed
1776804300,BTCUSDT,ENTER_LONG,True,allowed
1776804300,ETHUSDT,ENTER_LONG,True,allowed
1776804300,SOLUSDT,EXIT_LONG,True,exit
1776805200,BTCUSDT,EXIT_LONG,True,exit
1776805200,ETHUSDT,EXIT_LONG,True,exit
1776808800,ETHUSDT,ENTER_LONG,True,allowed
1776809700,ETHUSDT,EXIT_LONG,True,exit
1776810600,ETHUSDT,ENTER_LONG,True,allowed
1776811500,ETHUSDT,EXIT_LONG,True,exit
1776811500,SOLUSDT,ENTER_LONG,True,allowed
1776813300,SOLUSDT,EXIT_LONG,True,exit
1776815100,BTCUSDT,ENTER_LONG,True,allowed
1776815100,SOLUSDT,ENTER_LONG,True,allowed
1776816900,BTCUSDT,EXIT_LONG,True,exit
1776817800,SOLUSDT,EXIT_LONG,True,exit
1776821400,SOLUSDT,ENTER_LONG,True,allowed
1776822300,ETHUSDT,ENTER_LONG,True,allowed
1776823200,BTCUSDT,ENTER_LONG,True,allowed
1776825900,SOLUSDT,EXIT_LONG,True,exit
1776827700,BTCUSDT,EXIT_LONG,True,exit
1776827700,ETHUSDT,EXIT_LONG,True,exit
1776832200,ETHUSDT,ENTER_LONG,True,allowed
1776833100,ETHUSDT,EXIT_LONG,True,exit
1776835800,SOLUSDT,ENTER_LONG,True,allowed
1776837600,SOLUSDT,EXIT_LONG,True,exit
1776841200,SOLUSDT,ENTER_LONG,True,allowed
1776842100,SOLUSDT,EXIT_LONG,True,exit
1776848400,SOLUSDT,ENTER_LONG,True,allowed
1776850200,SOLUSDT,EXIT_LONG,True,exit
1776852000,ETHUSDT,ENTER_LONG,True,allowed
1776853800,ETHUSDT,EXIT_LONG,True,exit
1776857400,ETHUSDT,ENTER_LONG,True,allowed
1776860100,ETHUSDT,EXIT_LONG,True,exit
1776861000,ETHUSDT,ENTER_LONG,True,allowed
1776864600,SOLUSDT,ENTER_LONG,True,allowed
1776867300,ETHUSDT,EXIT_LONG,True,exit
1776867300,SOLUSDT,EXIT_LONG,True,exit
1776869100,BTCUSDT,ENTER_LONG,True,allowed
1776869100,ETHUSDT,ENTER_LONG,True,allowed
1776870000,ETHUSDT,EXIT_LONG,True,exit
1776873600,BTCUSDT,EXIT_LONG,True,exit
1776873600,SOLUSDT,ENTER_LONG,True,allowed
1776874500,SOLUSDT,EXIT_LONG,True,exit
1776876300,BTCUSDT,ENTER_LONG,True,allowed
1776878100,BTCUSDT,EXIT_LONG,True,exit
1776879900,ETHUSDT,ENTER_LONG,True,allowed
1776881700,ETHUSDT,EXIT_LONG,True,exit
1776895200,BTCUSDT,ENTER_LONG,True,allowed
1776896100,BTCUSDT,EXIT_LONG,True,exit
1776898800,BTCUSDT,ENTER_LONG,True,allowed
1776899700,BTCUSDT,EXIT_LONG,True,exit
1776903300,BTCUSDT,ENTER_LONG,True,allowed
1776903300,ETHUSDT,ENTER_LONG,True,allowed
1776903300,SOLUSDT,ENTER_LONG,True,allowed
1776905100,ETHUSDT,EXIT_LONG,True,exit
1776905100,SOLUSDT,EXIT_LONG,True,exit
1776906000,BTCUSDT,EXIT_LONG,True,exit
1776907800,ETHUSDT,ENTER_LONG,True,allowed
1776907800,SOLUSDT,ENTER_LONG,True,allowed
1776908700,ETHUSDT,EXIT_LONG,True,exit
1776909600,SOLUSDT,EXIT_LONG,True,exit
1776915900,SOLUSDT,ENTER_LONG,True,allowed
1776916800,ETHUSDT,ENTER_LONG,True,allowed
1776917700,ETHUSDT,EXIT_LONG,True,exit
1776917700,SOLUSDT,EXIT_LONG,True,exit
1776935700,SOLUSDT,ENTER_LONG,True,allowed
1776937500,SOLUSDT,EXIT_LONG,True,exit
1776943800,BTCUSDT,ENTER_LONG,True,allowed
1776943800,ETHUSDT,ENTER_LONG,True,allowed
1776946500,ETHUSDT,EXIT_LONG,True,exit
1776949200,BTCUSDT,EXIT_LONG,True,exit
1776952800,ETHUSDT,ENTER_LONG,True,allowed
1776955500,BTCUSDT,ENTER_LONG,True,allowed
1776956400,BTCUSDT,EXIT_LONG,True,exit
1776956400,ETHUSDT,EXIT_LONG,True,exit
1776958200,SOLUSDT,ENTER_LONG,True,allowed
1776959100,SOLUSDT,EXIT_LONG,True,exit
1776964500,BTCUSDT,ENTER_LONG,True,allowed
1776965400,BTCUSDT,EXIT_LONG,True,exit
1776966300,BTCUSDT,ENTER_LONG,True,allowed
1776966300,SOLUSDT,ENTER_LONG,True,allowed
1776969000,SOLUSDT,EXIT_LONG,True,exit
1776970800,BTCUSDT,EXIT_LONG,True,exit
1776971700,SOLUSDT,ENTER_LONG,True,allowed
1776972600,SOLUSDT,EXIT_LONG,True,exit
1776977100,BTCUSDT,ENTER_LONG,True,allowed
1776978000,BTCUSDT,EXIT_LONG,True,exit
1776978000,SOLUSDT,ENTER_LONG,True,allowed
1776978900,ETHUSDT,ENTER_LONG,True,allowed
1776980700,ETHUSDT,EXIT_LONG,True,exit
1776980700,SOLUSDT,EXIT_LONG,True,exit
1776982500,ETHUSDT,ENTER_LONG,True,allowed
1776983400,SOLUSDT,ENTER_LONG,True,allowed
1776984300,ETHUSDT,EXIT_LONG,True,exit
1776984300,SOLUSDT,EXIT_LONG,True,exit
1776986100,SOLUSDT,ENTER_LONG,True,allowed
1776988800,SOLUSDT,EXIT_LONG,True,exit
1776989700,ETHUSDT,ENTER_LONG,True,allowed
1776990600,BTCUSDT,ENTER_LONG,True,allowed
1776990600,ETHUSDT,EXIT_LONG,True,exit
1776991500,BTCUSDT,EXIT_LONG,True,exit
1776992400,BTCUSDT,ENTER_LONG,True,allowed
1776993300,BTCUSDT,EXIT_LONG,True,exit
1776993300,ETHUSDT,ENTER_LONG,True,allowed
1776994200,ETHUSDT,EXIT_LONG,True,exit
1776998700,ETHUSDT,ENTER_LONG,True,allowed
1776999600,ETHUSDT,EXIT_LONG,True,exit
1777002300,ETHUSDT,ENTER_LONG,True,allowed
1777003200,SOLUSDT,ENTER_LONG,True,allowed
1777004100,SOLUSDT,EXIT_LONG,True,exit
1777005000,ETHUSDT,EXIT_LONG,True,exit
1777009500,SOLUSDT,ENTER_LONG,True,allowed
1777010400,SOLUSDT,EXIT_LONG,True,exit
1777020300,ETHUSDT,ENTER_LONG,True,allowed
1777021200,BTCUSDT,ENTER_LONG,True,allowed
1777021200,ETHUSDT,EXIT_LONG,True,exit
1777022100,BTCUSDT,EXIT_LONG,True,exit
1777026600,ETHUSDT,ENTER_LONG,True,allowed
1777029300,BTCUSDT,ENTER_LONG,True,allowed
1777031100,BTCUSDT,EXIT_LONG,True,exit
1777031100,ETHUSDT,EXIT_LONG,True,exit
1777035600,BTCUSDT,ENTER_LONG,True,allowed
1777035600,SOLUSDT,ENTER_LONG,True,allowed
1777036500,SOLUSDT,EXIT_LONG,True,exit
1777037400,BTCUSDT,EXIT_LONG,True,exit
1777038300,BTCUSDT,ENTER_LONG,True,allowed
1777039200,BTCUSDT,EXIT_LONG,True,exit
1777041000,BTCUSDT,ENTER_LONG,True,allowed
1777041900,BTCUSDT,EXIT_LONG,True,exit
1777041900,ETHUSDT,ENTER_LONG,True,allowed
1777043700,ETHUSDT,EXIT_LONG,True,exit
1777043700,SOLUSDT,ENTER_LONG,True,allowed
1777044600,ETHUSDT,ENTER_LONG,True,allowed
1777046400,BTCUSDT,ENTER_LONG,True,allowed
1777047300,BTCUSDT,EXIT_LONG,True,exit
1777047300,ETHUSDT,EXIT_LONG,True,exit
1777047300,SOLUSDT,EXIT_LONG,True,exit
1777048200,BTCUSDT,ENTER_LONG,True,allowed
1777048200,ETHUSDT,ENTER_LONG,True,allowed
1777049100,BTCUSDT,EXIT_LONG,True,exit
1777049100,SOLUSDT,ENTER_LONG,True,allowed
1777050000,ETHUSDT,EXIT_LONG,True,exit
1777051800,SOLUSDT,EXIT_LONG,True,exit
1777052700,ETHUSDT,ENTER_LONG,True,allowed
1777053600,ETHUSDT,EXIT_LONG,True,exit
1777054500,ETHUSDT,ENTER_LONG,True,allowed
1777058100,ETHUSDT,EXIT_LONG,True,exit
1777063500,ETHUSDT,ENTER_LONG,True,allowed
1777065300,BTCUSDT,ENTER_LONG,True,allowed
1777065300,ETHUSDT,EXIT_LONG,True,exit
1777066200,BTCUSDT,EXIT_LONG,True,exit
1777077900,SOLUSDT,ENTER_LONG,True,allowed
1777079700,SOLUSDT,EXIT_LONG,True,exit
1777082400,ETHUSDT,ENTER_LONG,True,allowed
1777083300,ETHUSDT,EXIT_LONG,True,exit
1777099500,SOLUSDT,ENTER_LONG,True,allowed
1777100400,SOLUSDT,EXIT_LONG,True,exit
1777103100,SOLUSDT,ENTER_LONG,True,allowed
1777104000,SOLUSDT,EXIT_LONG,True,exit
1777122900,SOLUSDT,ENTER_LONG,True,allowed
1777125600,SOLUSDT,EXIT_LONG,True,exit
1777134600,BTCUSDT,ENTER_LONG,True,allowed
1777135500,BTCUSDT,EXIT_LONG,True,exit
1777151700,ETHUSDT,ENTER_LONG,True,allowed
1777153500,ETHUSDT,EXIT_LONG,True,exit
1777155300,SOLUSDT,ENTER_LONG,True,allowed
1777158000,SOLUSDT,EXIT_LONG,True,exit
1777165200,BTCUSDT,ENTER_LONG,True,allowed
1777166100,BTCUSDT,EXIT_LONG,True,exit
1777167900,ETHUSDT,ENTER_LONG,True,allowed
1777168800,ETHUSDT,EXIT_LONG,True,exit
1777170600,SOLUSDT,ENTER_LONG,True,allowed
1777172400,SOLUSDT,EXIT_LONG,True,exit
1777176900,SOLUSDT,ENTER_LONG,True,allowed
1777177800,ETHUSDT,ENTER_LONG,True,allowed
1777179600,BTCUSDT,ENTER_LONG,True,allowed
1777179600,SOLUSDT,EXIT_LONG,True,exit
1777182300,BTCUSDT,EXIT_LONG,True,exit
1777182300,ETHUSDT,EXIT_LONG,True,exit
1777185900,ETHUSDT,ENTER_LONG,True,allowed
1777186800,ETHUSDT,EXIT_LONG,True,exit
1777204800,ETHUSDT,ENTER_LONG,True,allowed
1777205700,ETHUSDT,EXIT_LONG,True,exit
1777208400,SOLUSDT,ENTER_LONG,True,allowed
1777209300,SOLUSDT,EXIT_LONG,True,exit
1777213800,SOLUSDT,ENTER_LONG,True,allowed
1777216500,ETHUSDT,ENTER_LONG,True,allowed
1777217400,ETHUSDT,EXIT_LONG,True,exit
1777217400,SOLUSDT,EXIT_LONG,True,exit
1777226400,SOLUSDT,ENTER_LONG,True,allowed
1777227300,ETHUSDT,ENTER_LONG,True,allowed
1777228200,ETHUSDT,EXIT_LONG,True,exit
1777228200,SOLUSDT,EXIT_LONG,True,exit
1777230000,BTCUSDT,ENTER_LONG,True,allowed
1777230000,SOLUSDT,ENTER_LONG,True,allowed
1777230900,SOLUSDT,EXIT_LONG,True,exit
1777231800,BTCUSDT,EXIT_LONG,True,exit
1777233600,BTCUSDT,ENTER_LONG,True,allowed
1777234500,ETHUSDT,ENTER_LONG,True,allowed
1777236300,BTCUSDT,EXIT_LONG,True,exit
1777237200,ETHUSDT,EXIT_LONG,True,exit
1777239900,BTCUSDT,ENTER_LONG,True,allowed
1777239900,ETHUSDT,ENTER_LONG,True,allowed
1777239900,SOLUSDT,ENTER_LONG,True,allowed
1777240800,ETHUSDT,EXIT_LONG,True,exit
1777241700,SOLUSDT,EXIT_LONG,True,exit
1777242600,BTCUSDT,EXIT_LONG,True,exit
1777243500,SOLUSDT,ENTER_LONG,True,allowed
1777245300,SOLUSDT,EXIT_LONG,True,exit
1777246200,SOLUSDT,ENTER_LONG,True,allowed
1777248000,SOLUSDT,EXIT_LONG,True,exit
1777249800,BTCUSDT,ENTER_LONG,True,allowed
1777249800,ETHUSDT,ENTER_LONG,True,allowed
1777249800,SOLUSDT,ENTER_LONG,True,allowed
1777251600,BTCUSDT,EXIT_LONG,True,exit
1777251600,ETHUSDT,EXIT_LONG,True,exit
1777255200,SOLUSDT,EXIT_LONG,True,exit
1777256100,SOLUSDT,ENTER_LONG,True,allowed
1777258800,BTCUSDT,ENTER_LONG,True,allowed
1777259700,BTCUSDT,EXIT_LONG,True,exit
1777259700,ETHUSDT,ENTER_LONG,True,allowed
1777259700,SOLUSDT,EXIT_LONG,True,exit
1777260600,BTCUSDT,ENTER_LONG,True,allowed
1777261500,BTCUSDT,EXIT_LONG,True,exit
1777261500,ETHUSDT,EXIT_LONG,True,exit
1777263300,BTCUSDT,ENTER_LONG,True,allowed
1777264200,BTCUSDT,EXIT_LONG,True,exit
1777266900,ETHUSDT,ENTER_LONG,True,allowed
1777267800,BTCUSDT,ENTER_LONG,True,allowed
1777267800,ETHUSDT,EXIT_LONG,True,exit
1777268700,BTCUSDT,EXIT_LONG,True,exit
1777272300,SOLUSDT,ENTER_LONG,True,allowed
1777273200,SOLUSDT,EXIT_LONG,True,exit
1777278600,ETHUSDT,ENTER_LONG,True,allowed
1777281300,ETHUSDT,EXIT_LONG,True,exit
1777282200,ETHUSDT,ENTER_LONG,True,allowed
1777283100,ETHUSDT,EXIT_LONG,True,exit
1777293000,ETHUSDT,ENTER_LONG,True,allowed
1777293900,ETHUSDT,EXIT_LONG,True,exit
1777298400,ETHUSDT,ENTER_LONG,True,allowed
1777298400,SOLUSDT,ENTER_LONG,True,allowed
1777299300,ETHUSDT,EXIT_LONG,True,exit
1777301100,SOLUSDT,EXIT_LONG,True,exit
1777303800,SOLUSDT,ENTER_LONG,True,allowed
1777304700,SOLUSDT,EXIT_LONG,True,exit
1777305600,ETHUSDT,ENTER_LONG,True,allowed
1777306500,ETHUSDT,EXIT_LONG,True,exit
1777310100,BTCUSDT,ENTER_LONG,True,allowed
1777311000,BTCUSDT,EXIT_LONG,True,exit
1777316400,BTCUSDT,ENTER_LONG,True,allowed
1777316400,ETHUSDT,ENTER_LONG,True,allowed
1777317300,BTCUSDT,EXIT_LONG,True,exit
1777317300,ETHUSDT,EXIT_LONG,True,exit
1777318200,BTCUSDT,ENTER_LONG,True,allowed
1777318200,SOLUSDT,ENTER_LONG,True,allowed
1777319100,SOLUSDT,EXIT_LONG,True,exit
