date,symbol,veto_reason,strategy,regime,tier,notional,nav
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,60.32131643056921,9941.350291260002
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,60.32131643056921,9941.31929126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,60.32131643056921,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9940.65829126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,190.33759490760616,9940.580291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,190.33759490760616,9940.59229126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,190.33759490760616,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,107.04908410925519,9940.52329126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,107.04908410925519,9940.53729126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,107.04908410925519,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,58.635323228477304,9940.00029126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,58.635323228477304,9940.41729126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,58.635323228477304,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9938.85529126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,190.48622999175123,9939.223291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,190.48622999175123,9939.223291260001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,190.48622999175123,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,104.81837278761382,9939.225291260002
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,104.81837278761382,9939.225291260002
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,104.81837278761382,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.638255287123016,9939.707291260002
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.638255287123016,9939.707291260002
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.638255287123016,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,188.7741526452587,9938.16329126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,188.7741526452587,9938.13029126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,188.7741526452587,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,104.15677542204949,9938.170291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,104.15677542204949,9938.16329126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,104.15677542204949,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.0930260781025,9938.16329126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.0930260781025,9938.16329126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.0930260781025,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9937.98029126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,192.29873836693386,9937.81029126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,192.29873836693386,9937.812291260001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,192.29873836693386,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.3810029982072,9937.812291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.3810029982072,9937.80029126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,101.3810029982072,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,56.758991708702645,9937.80029126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,56.758991708702645,9937.812291260001
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,56.758991708702645,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,189.91246133652092,9938.313291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,189.91246133652092,9938.313291260001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,189.91246133652092,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,103.83979382507907,9938.831291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,103.83979382507907,9938.313291260001
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,103.83979382507907,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.19108797071686,9938.82129126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.19108797071686,9938.82129126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.19108797071686,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.76246346781627,9940.21329126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.76246346781627,9940.21329126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,185.76246346781627,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.54868253600293,9940.22129126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.54868253600293,9940.22129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,101.54868253600293,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.264706557511865,9940.17429126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.264706557511865,9940.225291260002
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.264706557511865,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.6876421729496,9939.35529126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.6876421729496,9939.35529126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,185.6876421729496,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.11692382803234,9939.30529126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,101.11692382803234,9939.27329126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,101.11692382803234,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.129734597508296,9938.91329126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.129734597508296,9939.172291260002
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.129734597508296,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,184.9831261501713,9938.03629126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,184.9831261501713,9938.03629126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,184.9831261501713,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,100.90079705346665,9937.24529126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,100.90079705346665,9937.24529126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,100.90079705346665,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.00185169420319,9937.22929126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,57.00185169420319,9937.29329126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,57.00185169420319,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9934.46329126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.06331130336918,9930.688291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,170.06331130336918,9930.688291260001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,170.06331130336918,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.36477554520819,9930.66029126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,54.36477554520819,9930.66029126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,54.36477554520819,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,68.45751786531254,9934.187291260001
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,68.45751786531254,9934.187291260001
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,68.45751786531254,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,163.30771263224514,9934.31129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,163.30771263224514,9934.31129126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,163.30771263224514,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9933.54829126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,158.00739285121296,9938.07229126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,158.00739285121296,9938.12529126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,158.00739285121296,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,87.01062473300252,9938.09529126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,87.01062473300252,9938.12529126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,87.01062473300252,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,67.07215130501656,9938.12529126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,67.07215130501656,9938.12529126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,67.07215130501656,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.32600588268946,9936.78729126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.32600588268946,9936.73129126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,172.32600588268946,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.61003692257012,9936.62229126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.61003692257012,9936.73129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,91.61003692257012,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,66.67912782716132,9936.62229126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,66.67912782716132,9936.62229126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,66.67912782716132,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9936.58629126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.74425860473093,9938.97029126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.74425860473093,9938.95129126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,172.74425860473093,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.05938869112218,9939.09029126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.05938869112218,9939.10129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,91.05938869112218,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,71.30479084197009,9939.11429126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,71.30479084197009,9939.11429126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,71.30479084197009,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.09770392177316,9938.224291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.09770392177316,9938.26429126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,174.09770392177316,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.63041878066598,9937.955291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.63041878066598,9937.955291260001
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,91.63041878066598,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,71.58992889068709,9937.993291260002
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,71.58992889068709,9937.87129126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,71.58992889068709,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9938.04929126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.38528465945197,9938.32029126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.38528465945197,9938.32229126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,187.38528465945197,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,96.42944385029202,9937.54129126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,96.42944385029202,9937.544291260001
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,96.42944385029202,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,73.11051404313045,9937.64329126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,73.11051404313045,9937.62929126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,73.11051404313045,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9937.32029126
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9936.56129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.25721253086797,9934.32929126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,187.25721253086797,9934.32929126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,187.25721253086797,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,94.353883014747,9934.32929126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,94.353883014747,9934.32429126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,94.353883014747,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,73.43748683663966,9934.32929126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,73.43748683663966,9934.32929126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,73.43748683663966,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,182.96428290632232,9932.01629126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,182.96428290632232,9932.01629126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,182.96428290632232,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,72.42404107751574,9932.01629126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,72.42404107751574,9932.01629126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,72.42404107751574,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9931.29829126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.56840432082615,9932.490291260001
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.56840432082615,9932.581291260001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,172.56840432082615,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,89.49788792224393,9932.46129126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,89.49788792224393,9932.46129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,89.49788792224393,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,110.7452965014951,9932.46329126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,110.7452965014951,9932.46129126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,110.7452965014951,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.42486323963112,9933.09429126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.42486323963112,9933.09429126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,174.42486323963112,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.21757325515833,9932.654291260002
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,91.21757325515833,9932.66229126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,91.21757325515833,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,112.61461307789645,9932.652291260001
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,112.61461307789645,9932.72629126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,112.61461307789645,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9932.68129126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.21329827548203,9933.25629126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,174.21329827548203,9933.25329126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,174.21329827548203,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,90.709510771655,9933.295291260001
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,90.709510771655,9933.25329126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,90.709510771655,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,112.7527598675817,9933.25329126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,112.7527598675817,9933.25329126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,112.7527598675817,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,103.66473009281576,9930.07529126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,103.66473009281576,9929.32129126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,103.66473009281576,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,132.8123057273759,9930.07429126
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,132.8123057273759,9930.07529126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,132.8123057273759,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9930.07429126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,186.6227371144349,9932.13729126
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,186.6227371144349,9932.13729126
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,186.6227371144349,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,97.2006592669424,9932.13729126
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,97.2006592669424,9932.13729126
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,97.2006592669424,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,124.04744779085392,9931.671291260001
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,124.04744779085392,9931.69229126
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,124.04744779085392,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9929.76429126
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9926.23429126
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9925.20829126
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9912.00589922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9905.78089922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9902.95889922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9917.050899220001
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9913.86289922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9912.01589922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9919.66189922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,74.2428588748621,9921.20789922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,74.2428588748621,9920.674899220001
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,74.2428588748621,None
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,88.03735393177551,9920.94189922
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,88.03735393177551,9920.942899220001
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,88.03735393177551,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,81.00729004503663,9920.82989922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,81.00729004503663,9920.82989922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,81.00729004503663,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9919.97389922
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,88.63578335637968,9919.59689922
2026-02-02,ETHUSDT,symbol_cap,unknown,unknown,CORE,88.63578335637968,9919.593899219999
2026-02-02,ETHUSDT,symbol_cap,vol_target,MEAN_REVERT,None,88.63578335637968,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,81.34296523518637,9919.718899219999
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,81.34296523518637,9919.718899219999
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,81.34296523518637,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,90.05861449166875,9916.75789922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,90.05861449166875,9916.75789922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,90.05861449166875,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9916.75789922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9915.09489922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,88.79700852432359,9915.728899220001
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,88.79700852432359,9915.728899220001
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,88.79700852432359,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9912.03689922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9908.092899219999
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9909.04789922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9909.19489922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9909.806899219999
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9910.45289922
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9912.35289922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,189.9987893499739,9915.01889922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,189.9987893499739,9915.022899219999
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,189.9987893499739,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,78.03336393500376,9915.01989922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,78.03336393500376,9915.022899219999
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,78.03336393500376,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,186.78883030006398,9916.57689922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,186.78883030006398,9916.01889922
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,186.78883030006398,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,78.13763169012834,9916.557899219999
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,78.13763169012834,9916.52589922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,78.13763169012834,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.77186268782813,9915.67789922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.77186268782813,9915.621899220001
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,185.77186268782813,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,77.96737221420949,9915.747899220001
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,77.96737221420949,9915.69689922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,77.96737221420949,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.4978193998484,9915.70689922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,185.4978193998484,9915.70789922
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,185.4978193998484,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,68.35758565346869,9914.485899219999
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,68.35758565346869,9914.485899219999
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,68.35758565346869,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9910.711899220001
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9907.88289922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.92660472108818,9920.147899219999
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,178.92660472108818,9920.147899219999
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,178.92660472108818,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,66.94288002404947,9920.128899219999
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,66.94288002404947,9920.13089922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,66.94288002404947,None
2026-02-02,SOLUSDT,min_notional,unknown,unknown,SATELLITE,0.0,9919.806899219999
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.79108517101122,9918.35989922
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.79108517101122,9918.35989922
2026-02-02,BTCUSDT,symbol_cap,vol_target,MEAN_REVERT,None,172.79108517101122,None
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,76.8435632571923,9918.36689922
2026-02-02,SOLUSDT,symbol_cap,unknown,unknown,SATELLITE,76.8435632571923,9918.36589922
2026-02-02,SOLUSDT,symbol_cap,vol_target,MEAN_REVERT,None,76.8435632571923,None
2026-02-02,BTCUSDT,symbol_cap,unknown,unknown,CORE,172.88554791347735,9921.22589922
