symbol,entry_ts,exit_ts,entry_px,exit_px,qty,gross_pnl,fees,net_pnl,exit_reason
SOLUSDT,1767261600,1767267900,185.19255,187.46622,8.13381467,18.49361039,3.03113737,15.46247302,signal
BTCUSDT,1767268800,1767269700,81885.30219,80580.70949,0.01840454,-24.01042831,2.99011218,-27.0005405,signal
ETHUSDT,1767268800,1767269700,4409.2035,4338.959435,0.34179386,-24.00899038,2.99006841,-26.99905879,signal
SOLUSDT,1767268800,1767269700,188.964435,185.956975,7.97513085,-23.98488701,2.9900473,-26.97493432,signal
BTCUSDT,1767270600,1767276900,81074.57703,82370.63408,0.0185736,24.07244401,3.03576582,21.03667819,signal
ETHUSDT,1767270600,1767276900,4365.551685,4435.34122,0.34493329,24.07273383,3.03572093,21.0370129,signal
SOLUSDT,1767270600,1767276900,187.0935,190.08491,8.04839031,24.07603526,3.03567906,21.0403562,signal
BTCUSDT,1767277800,1767278700,83162.650545,81989.394795,0.01811863,-21.25778829,2.99232901,-24.2501173,signal
ETHUSDT,1767277800,1767278700,4477.987875,4414.81149,0.33648389,-21.25783602,2.99228376,-24.25011978,signal
SOLUSDT,1767277800,1767278700,191.91591,189.20535,7.85108538,-21.28083799,2.99221555,-24.27305354,signal
BTCUSDT,1767279600,1767285900,82659.198945,85526.63529,0.01821578,52.23259019,3.06363619,49.168954,signal
ETHUSDT,1767279600,1767285900,4450.88433,4605.27621,0.33828765,52.22886672,3.06358729,49.16527943,signal
SOLUSDT,1767279600,1767285900,190.75533,197.371265,7.89313006,52.22043539,3.06353369,49.1569017,signal
BTCUSDT,1767286800,1767287700,86595.23598,85620.698235,0.01741336,-16.96997825,2.99885835,-19.96883661,signal
ETHUSDT,1767286800,1767287700,4662.820245,4610.343675,0.32338616,-16.97019662,2.9988129,-19.96900952,signal
SOLUSDT,1767286800,1767287700,199.83987,197.591155,7.54538586,-16.96742236,2.99877044,-19.9661928,signal
BTCUSDT,1767288600,1767294900,86560.93884,91007.23362,0.01740988,77.40946102,3.09144067,74.31802035,signal
ETHUSDT,1767288600,1767294900,4660.96932,4900.38858,0.3233218,77.40946662,3.09139547,74.31807115,signal
SOLUSDT,1767288600,1767294900,199.75983,210.01494,7.54391108,77.36363799,3.09130443,74.27233356,signal
BTCUSDT,1767295800,1767296700,92282.168025,91359.927185,0.01636675,-15.09408585,3.00562438,-18.09971023,signal
ETHUSDT,1767295800,1767296700,4969.04328,4919.37908,0.30394917,-15.09539233,3.00557776,-18.10097009,signal
SOLUSDT,1767295800,1767296700,212.956425,210.83453,7.09212658,-15.04874792,3.0055791,-18.05432702,signal
BTCUSDT,1767297600,1767303900,92454.38409,97113.928745,0.01632746,76.07853648,3.09516935,72.98336713,signal
ETHUSDT,1767297600,1767303900,4978.30791,5229.214085,0.30322005,76.07978244,3.09512531,72.98465713,signal
SOLUSDT,1767297600,1767303900,213.356625,224.10789,7.07500937,76.06530061,3.09506554,72.97023507,signal
BTCUSDT,1767304800,1767305700,98353.782315,97224.093635,0.01538151,-17.37631537,3.00828265,-20.38459802,signal
ETHUSDT,1767304800,1767305700,5295.976665,5235.14112,0.28565209,-17.37780041,3.00823578,-20.38603618,signal
SOLUSDT,1767304800,1767305700,226.97343,224.36776,6.66502725,-17.36686156,3.00820133,-20.37506289,signal
BTCUSDT,1767306600,1767312900,98220.26559,101432.508375,0.01539308,49.44630656,3.0732709,46.37303566,signal
ETHUSDT,1767306600,1767312900,5288.78307,5461.74776,0.2858672,49.44493193,3.07322417,46.37170776,signal
SOLUSDT,1767306600,1767312900,226.663275,234.072905,6.670101,49.42298051,3.07315686,46.34982365,signal
BTCUSDT,1767313800,1767314700,102437.703255,100966.83133,0.0147797,-21.73904853,3.00625838,-24.74530691,signal
ETHUSDT,1767313800,1767314700,5515.87656,5436.6803,0.27447605,-21.73747652,3.00621453,-24.74369106,signal
SOLUSDT,1767313800,1767314700,236.39814,233.00344,6.40425214,-21.74051474,3.00616607,-24.74668082,signal
BTCUSDT,1767315600,1767321900,101711.440305,103218.095135,0.01487429,22.41041671,3.04818077,19.36223594,signal
ETHUSDT,1767315600,1767321900,5476.767015,5557.89966,0.27623276,22.41149471,3.04813647,19.36335824,signal
SOLUSDT,1767315600,1767321900,234.7173,238.190845,6.44536978,22.38828198,3.04806787,19.34021411,signal
BTCUSDT,1767322800,1767323700,104050.529265,102388.750015,0.01454828,-24.17602874,3.0033363,-27.17936504,signal
ETHUSDT,1767322800,1767323700,5602.71996,5513.242,0.27017832,-24.1750048,3.00329191,-27.17829672,signal
SOLUSDT,1767322800,1767323700,240.12,236.2818,6.30397615,-24.19592126,3.00322559,-27.19914685,signal
BTCUSDT,1767324600,1767330900,103003.65609,104335.276265,0.01468426,19.55386135,3.04461949,16.50924186,signal
ETHUSDT,1767324600,1767330900,5546.35179,5618.04957,0.2727036,19.55224305,3.04457249,16.50767056,signal
SOLUSDT,1767324600,1767330900,237.69879,240.769555,6.36304223,19.53940736,3.04451428,16.49489308,signal
BTCUSDT,1767331800,1767332700,105266.757075,103704.591765,0.01437563,-22.45710367,3.00409388,-25.46119754,signal
ETHUSDT,1767331800,1767332700,5668.21269,5584.096555,0.26697177,-22.4566337,3.00404895,-25.46068265,signal
SOLUSDT,1767331800,1767332700,242.9214,239.32028,6.22929924,-22.43245409,3.00402773,-25.43648182,signal
BTCUSDT,1767333600,1767339900,104471.719755,107472.77673,0.01447406,43.43748376,3.06769771,40.36978604,signal
ETHUSDT,1767333600,1767339900,5625.401295,5786.995055,0.26879992,43.4363902,3.06765126,40.36873894,signal
SOLUSDT,1767333600,1767339900,241.090485,248.01593,6.27185578,43.43539225,3.0676049,40.36778735,signal
BTCUSDT,1767340800,1767341700,108730.81824,107425.390435,0.0139238,-18.17652219,3.0097169,-21.18623909,signal
ETHUSDT,1767340800,1767341700,5854.735905,5784.44633,0.25858109,-18.17555503,3.00967245,-21.18522747,signal
SOLUSDT,1767340800,1767341700,250.915395,247.905985,6.03351298,-18.15731429,3.00964527,-21.16695956,signal
BTCUSDT,1767342600,1767348900,108528.67722,113735.273915,0.01394096,72.58494118,3.09857221,69.48636897,signal
ETHUSDT,1767342600,1767348900,5843.850465,6124.206365,0.25889967,72.58404912,3.09852593,69.48552319,signal
SOLUSDT,1767342600,1767348900,250.455165,262.4687,6.04079474,72.57129908,3.09846779,69.47283129,signal
BTCUSDT,1767349800,1767350700,115309.86612,114148.19735,0.01314823,-15.27388478,3.01696672,-18.29085151,signal
ETHUSDT,1767349800,1767350700,6208.992945,6146.44524,0.24417769,-15.2727542,3.01692237,-18.28967657,signal
SOLUSDT,1767349800,1767350700,266.102985,263.418225,5.69732362,-15.29594656,3.0168537,-18.31280025,signal
BTCUSDT,1767351600,1767357900,115516.06917,121614.192485,0.01311763,79.99291743,3.11058673,76.8823307,signal
ETHUSDT,1767351600,1767357900,6220.098495,6548.454135,0.24360935,79.99050529,3.11053886,76.87996643,signal
SOLUSDT,1767351600,1767357900,266.57322,280.649605,5.6841848,80.0127737,3.11051567,76.90225803,signal
BTCUSDT,1767358800,1767359700,123241.099755,121907.505755,0.01232346,-16.4344935,3.02107925,-19.45557275,signal
ETHUSDT,1767358800,1767359700,6636.05637,6564.246235,0.22886094,-16.43453492,3.02103365,-19.45556857,signal
SOLUSDT,1767358800,1767359700,284.40213,281.329265,5.34001384,-16.40914163,3.02101348,-19.43015511,signal
BTCUSDT,1767360600,1767366900,123243.77109,128001.98699,0.01231609,58.60262981,3.09436614,55.50826367,signal
ETHUSDT,1767360600,1767366900,6636.206445,6892.41207,0.22872389,58.60034844,3.09431832,55.50603012,signal
SOLUSDT,1767360600,1767366900,284.412135,295.39223,5.33674914,58.59801257,3.09427045,55.50374212,signal
BTCUSDT,1767367800,1767368700,129376.025685,127621.747205,0.01175163,-20.61563621,3.02014341,-23.63577963,signal
ETHUSDT,1767367800,1767368700,6966.40146,6871.94231,0.21824133,-20.6148905,3.02009855,-23.63498905,signal
SOLUSDT,1767367800,1767368700,298.559205,294.51267,5.09223594,-20.60591095,3.02006191,-23.62597286,signal
BTCUSDT,1767369600,1767375900,128661.088395,131075.879275,0.01180867,28.51546371,3.06714761,25.4483161,signal
ETHUSDT,1767369600,1767375900,6927.90222,7057.92927,0.21930062,28.51501326,3.06710158,25.44791168,signal
SOLUSDT,1767369600,1767375900,296.90838,302.478685,5.11696737,28.50306895,3.06704406,25.4360249,signal
BTCUSDT,1767376800,1767377700,132169.721835,130085.134895,0.01150385,-23.98078181,3.01694133,-26.99772314,signal
ETHUSDT,1767376800,1767377700,7116.826635,7004.585955,0.21363992,-23.97908953,3.01689741,-26.99598694,signal
SOLUSDT,1767376800,1767377700,305.002425,300.199825,4.98492903,-23.94062017,3.01689027,-26.95751043,signal
BTCUSDT,1767378600,1767384900,130881.438015,132373.170305,0.01160781,17.31574412,3.05580932,14.2599348,signal
ETHUSDT,1767378600,1767384900,7047.46197,7127.784325,0.21557037,17.31511996,3.05576312,14.25935684,signal
SOLUSDT,1767378600,1767384900,302.03094,305.477185,5.02995227,17.33444785,3.05573687,14.27871098,signal
BTCUSDT,1767385800,1767386700,133485.939615,131426.983635,0.01138613,-23.44354811,3.01633397,-26.45988208,signal
ETHUSDT,1767385800,1767386700,7187.702055,7076.83981,0.21145367,-23.44222829,3.01628969,-26.45851798,signal
SOLUSDT,1767385800,1767386700,308.043945,303.28828,4.93385177,-23.46374616,3.01622258,-26.47996874,signal
BTCUSDT,1767387600,1767393900,132314.54421,135366.64282,0.01147794,35.03179049,3.07242736,31.95936314,signal
ETHUSDT,1767387600,1767393900,7124.630535,7288.97369,0.21315842,35.03112759,3.07238113,31.95874646,signal
SOLUSDT,1767387600,1767393900,305.342595,312.38373,4.97360096,35.01979576,3.07232424,31.94747152,signal
BTCUSDT,1767394800,1767395700,136836.96429,135080.475975,0.0111091,-19.51300751,3.02075853,-22.53376603,signal
ETHUSDT,1767394800,1767395700,7368.14223,7273.5614,0.20630885,-19.51286245,3.02071307,-22.53357552,signal
SOLUSDT,1767394800,1767395700,315.77781,311.72406,4.81379665,-19.51392816,3.0206664,-22.53459455,signal
BTCUSDT,1767396600,1767402900,136358.145,142266.75104,0.01114067,65.82585788,3.10406933,62.72178855,signal
ETHUSDT,1767396600,1767402900,7342.359345,7660.517825,0.20689521,65.82546432,3.10402337,62.72144096,signal
SOLUSDT,1767396600,1767402900,314.67726,328.305765,4.82741004,65.79038186,3.10394271,62.68643915,signal
BTCUSDT,1767403800,1767404700,144180.804375,142683.172725,0.0105558,-15.80869963,3.02807867,-18.83677829,signal
ETHUSDT,1767403800,1767404700,7763.57985,7682.93661,0.19603339,-15.80876748,3.02803294,-18.83680042,signal
SOLUSDT,1767403800,1767404700,332.72628,329.265285,4.5740241,-15.83067455,3.02796537,-18.85863993,signal
BTCUSDT,1767405600,1767411900,144359.713785,152087.388265,0.01053684,81.42529594,3.12361669,78.30167925,signal
ETHUSDT,1767405600,1767411900,7773.214665,8189.32329,0.19568132,81.42468375,3.12357045,78.3011133,signal
SOLUSDT,1767405600,1767411900,333.136485,350.974425,4.56584654,81.4452966,3.12354543,78.32175116,signal
BTCUSDT,1767412800,1767413700,154186.144545,152593.60503,0.00988817,-15.74730929,3.03349183,-18.78080112,signal
ETHUSDT,1767412800,1767413700,8302.32909,8216.579655,0.18363482,-15.74658196,3.03344681,-18.78002877,signal
SOLUSDT,1767412800,1767413700,355.81782,352.14384,4.28470342,-15.74191466,3.03340574,-18.7753204,signal
BTCUSDT,1767414600,1767420900,154351.63725,161147.236075,0.0098721,67.08681914,3.11463587,63.97218327,signal
ETHUSDT,1767414600,1767420900,8311.243545,8677.15925,0.18333618,67.0855887,3.11458893,63.97099977,signal
SOLUSDT,1767414600,1767420900,356.19801,371.87397,4.27775779,67.05796002,3.11451558,63.94344443,signal
BTCUSDT,1767421800,1767422700,163013.48601,160940.819335,0.00936519,-19.41092428,3.03389472,-22.44481901,signal
ETHUSDT,1767421800,1767422700,8777.64663,8666.04481,0.17392246,-19.41006345,3.03384979,-22.44391324,signal
SOLUSDT,1767421800,1767422700,376.188,371.404205,4.05809602,-19.41309945,3.03380095,-22.4469004,signal
BTCUSDT,1767423600,1767429900,162386.37261,166252.07238,0.00939514,36.31879257,3.08760437,33.2311882,signal
ETHUSDT,1767423600,1767429900,8743.879755,8952.031745,0.1744786,36.31806797,3.08755788,33.2305101,signal
SOLUSDT,1767423600,1767429900,374.737275,383.658075,4.07111094,36.3175665,3.08751161,33.23005489,signal
BTCUSDT,1767430800,1767431700,167721.37878,165146.595395,0.00910521,-23.44394022,3.03083239,-26.47477261,signal
ETHUSDT,1767430800,1767431700,9031.15332,8892.51152,0.16909416,-23.44351833,3.030787,-26.47430533,signal
SOLUSDT,1767430800,1767431700,387.05343,381.10935,3.94543036,-23.45195368,3.03073275,-26.48268643,signal
BTCUSDT,1767432600,1767438900,166214.655795,168127.963965,0.00918058,17.56527579,3.06945866,14.49581713,signal
ETHUSDT,1767432600,1767438900,8950.022775,9053.041215,0.17049385,17.56401,3.06941161,14.49459839,signal
SOLUSDT,1767432600,1767438900,383.57169,387.98591,3.97813747,17.56037398,3.0693622,14.49101178,signal
BTCUSDT,1767439800,1767440700,169488.48189,166808.044255,0.0090071,-24.14295727,3.02905487,-27.17201213,signal
ETHUSDT,1767439800,1767440700,9126.30087,8981.96677,0.16727215,-24.14307593,3.02900895,-27.17208487,signal
SOLUSDT,1767439800,1767440700,391.125465,384.937435,3.90297552,-24.15172958,3.0289545,-27.18068408,signal
BTCUSDT,1767441600,1767447900,167857.10661,170904.80485,0.00908735,27.69549628,3.07844758,24.6170487,signal
ETHUSDT,1767441600,1767447900,9038.45697,9202.566415,0.16876256,27.69553046,3.07840185,24.61712861,signal
SOLUSDT,1767441600,1767447900,387.363585,394.392705,3.93772243,27.67872351,3.07833928,24.60038423,signal
BTCUSDT,1767448800,1767449700,172618.916325,170257.70856,0.00884308,-20.88035835,3.03208676,-23.9124451,signal
ETHUSDT,1767448800,1767449700,9294.86511,9167.723845,0.16422623,-20.8799307,3.03204139,-23.91197209,signal
SOLUSDT,1767448800,1767449700,398.349075,392.90345,3.8319099,-20.86714435,3.03200838,-23.89915273,signal
BTCUSDT,1767450600,1767456900,171723.808995,178218.316265,0.00888291,57.69014492,3.10850555,54.58163936,signal
ETHUSDT,1767450600,1767456900,9246.671025,9596.369415,0.16496584,57.68828754,3.10845793,54.5798296,signal
SOLUSDT,1767450600,1767456900,396.288045,411.27426,3.8491243,57.68380428,3.10840769,54.57539659,signal
BTCUSDT,1767457800,1767458700,180511.79079,178542.92388,0.00846407,-16.66461998,3.03906289,-19.70368287,signal
ETHUSDT,1767457800,1767458700,9719.867505,9613.85067,0.15718741,-16.66451216,3.03901717,-19.70352932,signal
SOLUSDT,1767457800,1767458700,416.56818,412.023885,3.66762992,-16.66679232,3.03896905,-19.70576137,signal
BTCUSDT,1767459600,1767465900,180560.184975,190050.017455,0.00845689,80.25443998,3.13420857,77.12023141,signal
ETHUSDT,1767459600,1767465900,9722.468805,10233.46071,0.15705416,80.25340372,3.13416172,77.119242,signal
SOLUSDT,1767459600,1767465900,416.678235,438.5806,3.66453327,80.26194517,3.13412445,77.12782072,signal
BTCUSDT,1767466800,1767467700,192710.637165,190774.24516,0.00794169,-15.37821932,3.04551693,-18.42373624,signal
ETHUSDT,1767466800,1767467700,10376.72577,10272.4612,0.14748627,-15.37759289,3.04547164,-18.42306453,signal
SOLUSDT,1767466800,1767467700,444.712245,440.249765,3.44133016,-15.35686699,3.04544645,-18.40231344,signal
BTCUSDT,1767468600,1767474900,193040.742135,202406.92591,0.00792381,74.21589329,3.13345356,71.08243973,signal
ETHUSDT,1767468600,1767474900,10394.504655,10898.837855,0.14715428,74.214791,3.13340657,71.08138443,signal
SOLUSDT,1767468600,1767474900,445.48263,467.096335,3.43351872,74.21106062,3.13335696,71.07770366,signal
BTCUSDT,1767475800,1767476700,204913.14537,202476.39116,0.00748033,-18.22771979,3.0474072,-21.27512699,signal
ETHUSDT,1767475800,1767476700,11033.784135,10902.575985,0.13891829,-18.22721233,3.04736172,-21.27457405,signal
SOLUSDT,1767475800,1767476700,472.87632,467.256255,3.24137921,-18.21676187,3.04732619,-21.26408806,signal
BTCUSDT,1767477600,1767483900,204465.12147,210503.685505,0.00749204,45.24114507,3.10896165,42.13218342,signal
ETHUSDT,1767477600,1767483900,11009.66208,11334.80976,0.13913572,45.23965696,3.1089142,42.13074275,signal
SOLUSDT,1767477600,1767483900,471.845805,485.77699,3.24642983,45.22661454,3.10885521,42.11775933,signal
BTCUSDT,1767484800,1767485700,212504.23902,209371.36195,0.00721753,-22.6116378,3.04490029,-25.65653809,signal
ETHUSDT,1767484800,1767485700,11442.53841,11273.84026,0.13403782,-22.61193303,3.04485398,-25.65678701,signal
SOLUSDT,1767484800,1767485700,490.395075,483.168295,3.12749868,-22.60174491,3.04481815,-25.64656306,signal
BTCUSDT,1767486600,1767492900,210840.22743,213635.898615,0.00726902,20.32178623,3.08552491,17.23626131,signal
ETHUSDT,1767486600,1767492900,11352.93363,11503.475385,0.13499406,20.32224232,3.08547939,17.23676293,signal
SOLUSDT,1767486600,1767492900,486.553155,493.003375,3.14982149,20.3170416,3.08542821,17.23161339,signal
BTCUSDT,1767493800,1767494700,215347.23981,211905.994,0.00712049,-24.50334464,3.04225092,-27.54559556,signal
ETHUSDT,1767493800,1767494700,11595.624915,11410.321985,0.13223558,-24.50363957,3.04220463,-27.54584419,signal
SOLUSDT,1767493800,1767494700,496.958355,489.01537,3.08543184,-24.50753883,3.04215473,-27.54969356,signal
BTCUSDT,1767495600,1767501900,213186.209835,216250.66058,0.00718685,22.02375077,3.08629878,18.93745199,signal
ETHUSDT,1767495600,1767501900,11479.25676,11644.264955,0.1334681,22.02332948,3.0862524,18.93707708,signal
SOLUSDT,1767495600,1767501900,491.96586,499.040355,3.11422332,22.03155729,3.08621466,18.94534262,signal
BTCUSDT,1767502800,1767503700,218256.523725,215099.21659,0.0070238,-22.17628869,3.04380334,-25.22009203,signal
ETHUSDT,1767502800,1767503700,11752.2732,11582.26597,0.13044003,-22.17574747,3.04375789,-25.21950536,signal
SOLUSDT,1767502800,1767503700,503.67171,496.381685,3.04353767,-22.18746573,3.04370018,-25.23116592,signal
BTCUSDT,1767504600,1767510900,216775.943805,223688.11999,0.00706653,48.84513362,3.11255464,45.73257898,signal
ETHUSDT,1767504600,1767510900,11672.55336,12044.744615,0.13123365,48.84401666,3.11250757,45.73150909,signal
SOLUSDT,1767504600,1767510900,500.25,516.20177,3.06208655,48.84570039,3.1124633,45.7332371,signal
BTCUSDT,1767511800,1767512700,226402.734795,223778.11497,0.00677515,-17.7821956,3.05004323,-20.83223883,signal
ETHUSDT,1767511800,1767512700,12190.91241,12049.59219,0.12582239,-17.78124747,3.04999816,-20.83124563,signal
SOLUSDT,1767511800,1767512700,522.471105,516.411665,2.93579239,-17.78925786,3.04994413,-20.83920199,signal
BTCUSDT,1767513600,1767519900,226164.575775,237462.08956,0.00677814,76.57613082,3.14252648,73.43360435,signal
ETHUSDT,1767513600,1767519900,12178.096005,12786.42359,0.12587782,76.57495029,3.14247931,73.43247098,signal
SOLUSDT,1767513600,1767519900,521.92083,547.98587,2.9370914,76.55540493,3.14241377,73.41299116,signal
BTCUSDT,1767520800,1767521700,240777.378525,238369.17579,0.0063805,-15.3655305,3.05719319,-18.42272368,signal
ETHUSDT,1767520800,1767521700,12964.93923,12835.25916,0.11849314,-15.36619824,3.05714643,-18.42334467,signal
SOLUSDT,1767520800,1767521700,555.63768,550.08482,2.76481118,-15.35260942,3.05711393,-18.40972335,signal
BTCUSDT,1767522600,1767528900,241232.285865,253707.74267,0.00636503,79.40664571,3.15030769,76.25633802,signal
ETHUSDT,1767522600,1767528900,12989.43147,13661.18599,0.1182059,79.40535032,3.15026033,76.25508999,signal
SOLUSDT,1767522600,1767528900,556.688205,585.477115,2.75810489,79.40283334,3.15021175,76.25262159,signal
BTCUSDT,1767529800,1767530700,257024.698125,254157.367745,0.00598729,-17.16754495,3.06059642,-20.22814137,signal
ETHUSDT,1767529800,1767530700,13839.79644,13685.39388,0.11119086,-17.16815377,3.06054964,-20.22870342,signal
SOLUSDT,1767529800,1767530700,593.13642,586.516595,2.59440453,-17.17450398,3.06049713,-20.23500111,signal
BTCUSDT,1767531600,1767537900,256850.751195,265969.56869,0.0059878,54.60167942,3.13054489,51.47113453,signal
ETHUSDT,1767531600,1767537900,13830.421755,14321.4357,0.11120041,54.60095077,3.13049802,51.47045275,signal
SOLUSDT,1767531600,1767537900,592.73622,613.77296,2.59462036,54.58235396,3.13043329,51.45192067,signal
BTCUSDT,1767538800,1767539700,268706.255985,264945.98074,0.00573224,-21.5547828,3.05902023,-24.61380303,signal
ETHUSDT,1767538800,1767539700,14468.800785,14266.32327,0.10645419,-21.55457894,3.05897423,-24.61355317,signal
SOLUSDT,1767538800,1767539700,620.08989,611.41414,2.48390003,-21.54969572,3.0589329,-24.60862862,signal
BTCUSDT,1767540600,1767546900,266992.079325,271400.37193,0.00576489,25.41332194,3.10377326,22.30954869,signal
ETHUSDT,1767540600,1767546900,14376.494655,14613.86941,0.10706065,25.41349585,3.10372726,22.30976859,signal
SOLUSDT,1767540600,1767546900,616.137915,626.30669,2.49803454,25.40195117,3.10366954,22.29828163,signal
BTCUSDT,1767547800,1767548700,273617.1402,269264.790255,0.00562897,-24.49926409,3.0558682,-27.55513229,signal
ETHUSDT,1767547800,1767548700,14733.232935,14498.876935,0.1045365,-24.49875637,3.0558225,-27.55457888,signal
SOLUSDT,1767547800,1767548700,631.425555,621.379155,2.43914348,-24.50461107,3.05577044,-27.56038151,signal
BTCUSDT,1767549600,1767555900,270888.506565,274141.990435,0.0056811,18.48335503,3.09637072,15.38698431,signal
ETHUSDT,1767549600,1767555900,14586.299505,14761.49556,0.10550452,18.48397651,3.09632517,15.38765134,signal
SOLUSDT,1767549600,1767555900,625.122405,632.633525,2.46175389,18.49052888,3.09628555,15.39424332,signal
BTCUSDT,1767556800,1767557700,276516.018915,272330.78649,0.00556798,-23.30329877,3.05596913,-26.35926789,signal
ETHUSDT,1767556800,1767557700,14889.32094,14663.96435,0.10340385,-23.30273917,3.0559235,-26.35866267,signal
SOLUSDT,1767556800,1767557700,638.108895,628.455615,2.4127387,-23.29084222,3.05588921,-26.34673142,signal
BTCUSDT,1767558600,1767564900,274257.790365,281390.484375,0.0056095,40.01087743,3.11691136,36.89396607,signal
ETHUSDT,1767558600,1767564900,14767.730175,15151.790315,0.10417492,40.00943584,3.11686377,36.89257207,signal
SOLUSDT,1767558600,1767564900,632.906295,649.365155,2.43069804,40.00651873,3.1168147,36.88970403,signal
BTCUSDT,1767565800,1767566700,284573.845815,281048.115645,0.00541199,-19.08121121,3.06113956,-22.14235077,signal
ETHUSDT,1767565800,1767566700,15323.207775,15133.359535,0.10050685,-19.08104784,3.06109352,-22.14214136,signal
SOLUSDT,1767565800,1767566700,656.70819,648.57555,2.34512712,-19.07207459,3.06105629,-22.13313089,signal
BTCUSDT,1767567600,1767573900,283830.074115,296867.11219,0.00542266,70.69543099,3.14892368,67.54650731,signal
ETHUSDT,1767567600,1767573900,15283.15776,15985.153425,0.10070504,70.69450255,3.14887657,67.54562597,signal
SOLUSDT,1767567600,1767573900,654.997335,685.07729,2.34973162,70.67982141,3.14881572,67.53100569,signal
BTCUSDT,1767574800,1767575700,300930.63012,297863.17391,0.00512461,-15.71953056,3.06858741,-18.78811797,signal
ETHUSDT,1767574800,1767575700,16203.95793,16038.786595,0.09516998,-15.7193525,3.06854132,-18.78789382,signal
SOLUSDT,1767574800,1767575700,694.457055,687.37614,2.22059405,-15.72383773,3.06849057,-18.7923283,signal
BTCUSDT,1767576600,1767582900,301408.578975,317488.75621,0.00511368,82.22892993,3.16484482,79.06408511,signal
ETHUSDT,1767576600,1767582900,16229.69079,17095.54795,0.09496699,82.22784516,3.16479749,79.06304766,signal
SOLUSDT,1767576600,1767582900,695.557605,732.663485,2.21586493,82.22161829,3.16474503,79.05687326,signal
BTCUSDT,1767583800,1767584700,321807.04311,318406.826945,0.0048006,-16.32306518,3.07340834,-19.39647353,signal
ETHUSDT,1767583800,1767584700,17328.069705,17144.98322,0.0891526,-16.32263684,3.07336243,-19.39599927,signal
SOLUSDT,1767583800,1767584700,742.63113,734.782425,2.08019742,-16.32685587,3.07331186,-19.40016774,signal
BTCUSDT,1767585600,1767591900,321987.65337,335265.32348,0.00479519,63.66898555,3.15165462,60.51733093,signal
ETHUSDT,1767585600,1767591900,17337.794565,18052.74911,0.08905225,63.66831249,3.15160762,60.51670487,signal
