ts,symbol,signal,permit,reason
1767285900,ETHUSDT,EXIT_LONG,True,exit
1767285900,SOLUSDT,EXIT_LONG,True,exit
1767286800,BTCUSDT,ENTER_LONG,True,allowed
1767286800,ETHUSDT,ENTER_LONG,True,allowed
1767286800,SOLUSDT,ENTER_LONG,True,allowed
1767287700,BTCUSDT,EXIT_LONG,True,exit
1767287700,ETHUSDT,EXIT_LONG,True,exit
1767287700,SOLUSDT,EXIT_LONG,True,exit
1767288600,BTCUSDT,ENTER_LONG,True,allowed
1767288600,ETHUSDT,ENTER_LONG,True,allowed
1767288600,SOLUSDT,ENTER_LONG,True,allowed
1767294900,BTCUSDT,EXIT_LONG,True,exit
1767294900,ETHUSDT,EXIT_LONG,True,exit
1767294900,SOLUSDT,EXIT_LONG,True,exit
1767295800,BTCUSDT,ENTER_LONG,True,allowed
1767295800,ETHUSDT,ENTER_LONG,True,allowed
1767295800,SOLUSDT,ENTER_LONG,True,allowed
1767296700,BTCUSDT,EXIT_LONG,True,exit
1767296700,ETHUSDT,EXIT_LONG,True,exit
1767296700,SOLUSDT,EXIT_LONG,True,exit
1767297600,BTCUSDT,ENTER_LONG,True,allowed
1767297600,ETHUSDT,ENTER_LONG,True,allowed
1767297600,SOLUSDT,ENTER_LONG,True,allowed
1767303900,BTCUSDT,EXIT_LONG,True,exit
1767303900,ETHUSDT,EXIT_LONG,True,exit
1767303900,SOLUSDT,EXIT_LONG,True,exit
1767304800,BTCUSDT,ENTER_LONG,True,allowed
1767304800,ETHUSDT,ENTER_LONG,True,allowed
1767304800,SOLUSDT,ENTER_LONG,True,allowed
1767305700,BTCUSDT,EXIT_LONG,True,exit
1767305700,ETHUSDT,EXIT_LONG,True,exit
1767305700,SOLUSDT,EXIT_LONG,True,exit
1767306600,BTCUSDT,ENTER_LONG,True,allowed
1767306600,ETHUSDT,ENTER_LONG,True,allowed
1767306600,SOLUSDT,ENTER_LONG,True,allowed
1767312900,BTCUSDT,EXIT_LONG,True,exit
1767312900,ETHUSDT,EXIT_LONG,True,exit
1767312900,SOLUSDT,EXIT_LONG,True,exit
1767313800,BTCUSDT,ENTER_LONG,True,allowed
1767313800,ETHUSDT,ENTER_LONG,True,allowed
1767313800,SOLUSDT,ENTER_LONG,True,allowed
1767314700,BTCUSDT,EXIT_LONG,True,exit
1767314700,ETHUSDT,EXIT_LONG,True,exit
1767314700,SOLUSDT,EXIT_LONG,True,exit
1767315600,BTCUSDT,ENTER_LONG,True,allowed
1767315600,ETHUSDT,ENTER_LONG,True,allowed
1767315600,SOLUSDT,ENTER_LONG,True,allowed
1767321900,BTCUSDT,EXIT_LONG,True,exit
1767321900,ETHUSDT,EXIT_LONG,True,exit
1767321900,SOLUSDT,EXIT_LONG,True,exit
1767322800,BTCUSDT,ENTER_LONG,True,allowed
1767322800,ETHUSDT,ENTER_LONG,True,allowed
1767322800,SOLUSDT,ENTER_LONG,True,allowed
1767323700,BTCUSDT,EXIT_LONG,True,exit
1767323700,ETHUSDT,EXIT_LONG,True,exit
1767323700,SOLUSDT,EXIT_LONG,True,exit
1767324600,BTCUSDT,ENTER_LONG,True,allowed
1767324600,ETHUSDT,ENTER_LONG,True,allowed
1767324600,SOLUSDT,ENTER_LONG,True,allowed
1767330900,BTCUSDT,EXIT_LONG,True,exit
1767330900,ETHUSDT,EXIT_LONG,True,exit
1767330900,SOLUSDT,EXIT_LONG,True,exit
1767331800,BTCUSDT,ENTER_LONG,True,allowed
1767331800,ETHUSDT,ENTER_LONG,True,allowed
1767331800,SOLUSDT,ENTER_LONG,True,allowed
1767332700,BTCUSDT,EXIT_LONG,True,exit
1767332700,ETHUSDT,EXIT_LONG,True,exit
1767332700,SOLUSDT,EXIT_LONG,True,exit
1767333600,BTCUSDT,ENTER_LONG,True,allowed
1767333600,ETHUSDT,ENTER_LONG,True,allowed
1767333600,SOLUSDT,ENTER_LONG,True,allowed
1767339900,BTCUSDT,EXIT_LONG,True,exit
1767339900,ETHUSDT,EXIT_LONG,True,exit
1767339900,SOLUSDT,EXIT_LONG,True,exit
1767340800,BTCUSDT,ENTER_LONG,True,allowed
1767340800,ETHUSDT,ENTER_LONG,True,allowed
1767340800,SOLUSDT,ENTER_LONG,True,allowed
1767341700,BTCUSDT,EXIT_LONG,True,exit
1767341700,ETHUSDT,EXIT_LONG,True,exit
1767341700,SOLUSDT,EXIT_LONG,True,exit
1767342600,BTCUSDT,ENTER_LONG,True,allowed
1767342600,ETHUSDT,ENTER_LONG,True,allowed
1767342600,SOLUSDT,ENTER_LONG,True,allowed
1767348900,BTCUSDT,EXIT_LONG,True,exit
1767348900,ETHUSDT,EXIT_LONG,True,exit
1767348900,SOLUSDT,EXIT_LONG,True,exit
1767349800,BTCUSDT,ENTER_LONG,True,allowed
1767349800,ETHUSDT,ENTER_LONG,True,allowed
1767349800,SOLUSDT,ENTER_LONG,True,allowed
1767350700,BTCUSDT,EXIT_LONG,True,exit
1767350700,ETHUSDT,EXIT_LONG,True,exit
1767350700,SOLUSDT,EXIT_LONG,True,exit
1767351600,BTCUSDT,ENTER_LONG,True,allowed
1767351600,ETHUSDT,ENTER_LONG,True,allowed
1767351600,SOLUSDT,ENTER_LONG,True,allowed
1767357900,BTCUSDT,EXIT_LONG,True,exit
1767357900,ETHUSDT,EXIT_LONG,True,exit
1767357900,SOLUSDT,EXIT_LONG,True,exit
1767358800,BTCUSDT,ENTER_LONG,True,allowed
1767358800,ETHUSDT,ENTER_LONG,True,allowed
1767358800,SOLUSDT,ENTER_LONG,True,allowed
1767359700,BTCUSDT,EXIT_LONG,True,exit
1767359700,ETHUSDT,EXIT_LONG,True,exit
1767359700,SOLUSDT,EXIT_LONG,True,exit
1767360600,BTCUSDT,ENTER_LONG,True,allowed
1767360600,ETHUSDT,ENTER_LONG,True,allowed
1767360600,SOLUSDT,ENTER_LONG,True,allowed
1767366900,BTCUSDT,EXIT_LONG,True,exit
1767366900,ETHUSDT,EXIT_LONG,True,exit
1767366900,SOLUSDT,EXIT_LONG,True,exit
1767367800,BTCUSDT,ENTER_LONG,True,allowed
1767367800,ETHUSDT,ENTER_LONG,True,allowed
1767367800,SOLUSDT,ENTER_LONG,True,allowed
1767368700,BTCUSDT,EXIT_LONG,True,exit
1767368700,ETHUSDT,EXIT_LONG,True,exit
1767368700,SOLUSDT,EXIT_LONG,True,exit
1767369600,BTCUSDT,ENTER_LONG,True,allowed
1767369600,ETHUSDT,ENTER_LONG,True,allowed
1767369600,SOLUSDT,ENTER_LONG,True,allowed
1767375900,BTCUSDT,EXIT_LONG,True,exit
1767375900,ETHUSDT,EXIT_LONG,True,exit
1767375900,SOLUSDT,EXIT_LONG,True,exit
1767376800,BTCUSDT,ENTER_LONG,True,allowed
1767376800,ETHUSDT,ENTER_LONG,True,allowed
1767376800,SOLUSDT,ENTER_LONG,True,allowed
1767377700,BTCUSDT,EXIT_LONG,True,exit
1767377700,ETHUSDT,EXIT_LONG,True,exit
1767377700,SOLUSDT,EXIT_LONG,True,exit
1767378600,BTCUSDT,ENTER_LONG,True,allowed
1767378600,ETHUSDT,ENTER_LONG,True,allowed
1767378600,SOLUSDT,ENTER_LONG,True,allowed
1767384900,BTCUSDT,EXIT_LONG,True,exit
1767384900,ETHUSDT,EXIT_LONG,True,exit
1767384900,SOLUSDT,EXIT_LONG,True,exit
1767385800,BTCUSDT,ENTER_LONG,True,allowed
1767385800,ETHUSDT,ENTER_LONG,True,allowed
1767385800,SOLUSDT,ENTER_LONG,True,allowed
1767386700,BTCUSDT,EXIT_LONG,True,exit
1767386700,ETHUSDT,EXIT_LONG,True,exit
1767386700,SOLUSDT,EXIT_LONG,True,exit
1767387600,BTCUSDT,ENTER_LONG,True,allowed
1767387600,ETHUSDT,ENTER_LONG,True,allowed
1767387600,SOLUSDT,ENTER_LONG,True,allowed
1767393900,BTCUSDT,EXIT_LONG,True,exit
1767393900,ETHUSDT,EXIT_LONG,True,exit
1767393900,SOLUSDT,EXIT_LONG,True,exit
1767394800,BTCUSDT,ENTER_LONG,True,allowed
1767394800,ETHUSDT,ENTER_LONG,True,allowed
1767394800,SOLUSDT,ENTER_LONG,True,allowed
1767395700,BTCUSDT,EXIT_LONG,True,exit
1767395700,ETHUSDT,EXIT_LONG,True,exit
1767395700,SOLUSDT,EXIT_LONG,True,exit
1767396600,BTCUSDT,ENTER_LONG,True,allowed
1767396600,ETHUSDT,ENTER_LONG,True,allowed
1767396600,SOLUSDT,ENTER_LONG,True,allowed
1767402900,BTCUSDT,EXIT_LONG,True,exit
1767402900,ETHUSDT,EXIT_LONG,True,exit
1767402900,SOLUSDT,EXIT_LONG,True,exit
1767403800,BTCUSDT,ENTER_LONG,True,allowed
1767403800,ETHUSDT,ENTER_LONG,True,allowed
1767403800,SOLUSDT,ENTER_LONG,True,allowed
1767404700,BTCUSDT,EXIT_LONG,True,exit
1767404700,ETHUSDT,EXIT_LONG,True,exit
1767404700,SOLUSDT,EXIT_LONG,True,exit
1767405600,BTCUSDT,ENTER_LONG,True,allowed
1767405600,ETHUSDT,ENTER_LONG,True,allowed
1767405600,SOLUSDT,ENTER_LONG,True,allowed
1767411900,BTCUSDT,EXIT_LONG,True,exit
1767411900,ETHUSDT,EXIT_LONG,True,exit
1767411900,SOLUSDT,EXIT_LONG,True,exit
1767412800,BTCUSDT,ENTER_LONG,True,allowed
1767412800,ETHUSDT,ENTER_LONG,True,allowed
1767412800,SOLUSDT,ENTER_LONG,True,allowed
1767413700,BTCUSDT,EXIT_LONG,True,exit
1767413700,ETHUSDT,EXIT_LONG,True,exit
1767413700,SOLUSDT,EXIT_LONG,True,exit
1767414600,BTCUSDT,ENTER_LONG,True,allowed
1767414600,ETHUSDT,ENTER_LONG,True,allowed
1767414600,SOLUSDT,ENTER_LONG,True,allowed
1767420900,BTCUSDT,EXIT_LONG,True,exit
1767420900,ETHUSDT,EXIT_LONG,True,exit
1767420900,SOLUSDT,EXIT_LONG,True,exit
1767421800,BTCUSDT,ENTER_LONG,True,allowed
1767421800,ETHUSDT,ENTER_LONG,True,allowed
1767421800,SOLUSDT,ENTER_LONG,True,allowed
1767422700,BTCUSDT,EXIT_LONG,True,exit
1767422700,ETHUSDT,EXIT_LONG,True,exit
1767422700,SOLUSDT,EXIT_LONG,True,exit
1767423600,BTCUSDT,ENTER_LONG,True,allowed
1767423600,ETHUSDT,ENTER_LONG,True,allowed
1767423600,SOLUSDT,ENTER_LONG,True,allowed
1767429900,BTCUSDT,EXIT_LONG,True,exit
1767429900,ETHUSDT,EXIT_LONG,True,exit
1767429900,SOLUSDT,EXIT_LONG,True,exit
1767430800,BTCUSDT,ENTER_LONG,True,allowed
1767430800,ETHUSDT,ENTER_LONG,True,allowed
1767430800,SOLUSDT,ENTER_LONG,True,allowed
1767431700,BTCUSDT,EXIT_LONG,True,exit
1767431700,ETHUSDT,EXIT_LONG,True,exit
1767431700,SOLUSDT,EXIT_LONG,True,exit
1767432600,BTCUSDT,ENTER_LONG,True,allowed
1767432600,ETHUSDT,ENTER_LONG,True,allowed
1767432600,SOLUSDT,ENTER_LONG,True,allowed
1767438900,BTCUSDT,EXIT_LONG,True,exit
1767438900,ETHUSDT,EXIT_LONG,True,exit
1767438900,SOLUSDT,EXIT_LONG,True,exit
1767439800,BTCUSDT,ENTER_LONG,True,allowed
1767439800,ETHUSDT,ENTER_LONG,True,allowed
1767439800,SOLUSDT,ENTER_LONG,True,allowed
1767440700,BTCUSDT,EXIT_LONG,True,exit
1767440700,ETHUSDT,EXIT_LONG,True,exit
1767440700,SOLUSDT,EXIT_LONG,True,exit
1767441600,BTCUSDT,ENTER_LONG,True,allowed
1767441600,ETHUSDT,ENTER_LONG,True,allowed
1767441600,SOLUSDT,ENTER_LONG,True,allowed
1767447900,BTCUSDT,EXIT_LONG,True,exit
1767447900,ETHUSDT,EXIT_LONG,True,exit
1767447900,SOLUSDT,EXIT_LONG,True,exit
1767448800,BTCUSDT,ENTER_LONG,True,allowed
1767448800,ETHUSDT,ENTER_LONG,True,allowed
1767448800,SOLUSDT,ENTER_LONG,True,allowed
1767449700,BTCUSDT,EXIT_LONG,True,exit
1767449700,ETHUSDT,EXIT_LONG,True,exit
1767449700,SOLUSDT,EXIT_LONG,True,exit
1767450600,BTCUSDT,ENTER_LONG,True,allowed
1767450600,ETHUSDT,ENTER_LONG,True,allowed
1767450600,SOLUSDT,ENTER_LONG,True,allowed
1767456900,BTCUSDT,EXIT_LONG,True,exit
1767456900,ETHUSDT,EXIT_LONG,True,exit
1767456900,SOLUSDT,EXIT_LONG,True,exit
1767457800,BTCUSDT,ENTER_LONG,True,allowed
1767457800,ETHUSDT,ENTER_LONG,True,allowed
1767457800,SOLUSDT,ENTER_LONG,True,allowed
1767458700,BTCUSDT,EXIT_LONG,True,exit
1767458700,ETHUSDT,EXIT_LONG,True,exit
1767458700,SOLUSDT,EXIT_LONG,True,exit
1767459600,BTCUSDT,ENTER_LONG,True,allowed
1767459600,ETHUSDT,ENTER_LONG,True,allowed
1767459600,SOLUSDT,ENTER_LONG,True,allowed
1767465900,BTCUSDT,EXIT_LONG,True,exit
1767465900,ETHUSDT,EXIT_LONG,True,exit
1767465900,SOLUSDT,EXIT_LONG,True,exit
1767466800,BTCUSDT,ENTER_LONG,True,allowed
1767466800,ETHUSDT,ENTER_LONG,True,allowed
1767466800,SOLUSDT,ENTER_LONG,True,allowed
1767467700,BTCUSDT,EXIT_LONG,True,exit
1767467700,ETHUSDT,EXIT_LONG,True,exit
1767467700,SOLUSDT,EXIT_LONG,True,exit
1767468600,BTCUSDT,ENTER_LONG,True,allowed
1767468600,ETHUSDT,ENTER_LONG,True,allowed
1767468600,SOLUSDT,ENTER_LONG,True,allowed
1767474900,BTCUSDT,EXIT_LONG,True,exit
1767474900,ETHUSDT,EXIT_LONG,True,exit
1767474900,SOLUSDT,EXIT_LONG,True,exit
1767475800,BTCUSDT,ENTER_LONG,True,allowed
1767475800,ETHUSDT,ENTER_LONG,True,allowed
1767475800,SOLUSDT,ENTER_LONG,True,allowed
1767476700,BTCUSDT,EXIT_LONG,True,exit
1767476700,ETHUSDT,EXIT_LONG,True,exit
1767476700,SOLUSDT,EXIT_LONG,True,exit
1767477600,BTCUSDT,ENTER_LONG,True,allowed
1767477600,ETHUSDT,ENTER_LONG,True,allowed
1767477600,SOLUSDT,ENTER_LONG,True,allowed
1767483900,BTCUSDT,EXIT_LONG,True,exit
1767483900,ETHUSDT,EXIT_LONG,True,exit
1767483900,SOLUSDT,EXIT_LONG,True,exit
1767484800,BTCUSDT,ENTER_LONG,True,allowed
1767484800,ETHUSDT,ENTER_LONG,True,allowed
1767484800,SOLUSDT,ENTER_LONG,True,allowed
1767485700,BTCUSDT,EXIT_LONG,True,exit
1767485700,ETHUSDT,EXIT_LONG,True,exit
1767485700,SOLUSDT,EXIT_LONG,True,exit
1767486600,BTCUSDT,ENTER_LONG,True,allowed
1767486600,ETHUSDT,ENTER_LONG,True,allowed
1767486600,SOLUSDT,ENTER_LONG,True,allowed
1767492900,BTCUSDT,EXIT_LONG,True,exit
1767492900,ETHUSDT,EXIT_LONG,True,exit
1767492900,SOLUSDT,EXIT_LONG,True,exit
1767493800,BTCUSDT,ENTER_LONG,True,allowed
1767493800,ETHUSDT,ENTER_LONG,True,allowed
1767493800,SOLUSDT,ENTER_LONG,True,allowed
1767494700,BTCUSDT,EXIT_LONG,True,exit
1767494700,ETHUSDT,EXIT_LONG,True,exit
1767494700,SOLUSDT,EXIT_LONG,True,exit
1767495600,BTCUSDT,ENTER_LONG,True,allowed
1767495600,ETHUSDT,ENTER_LONG,True,allowed
1767495600,SOLUSDT,ENTER_LONG,True,allowed
1767501900,BTCUSDT,EXIT_LONG,True,exit
1767501900,ETHUSDT,EXIT_LONG,True,exit
1767501900,SOLUSDT,EXIT_LONG,True,exit
1767502800,BTCUSDT,ENTER_LONG,True,allowed
1767502800,ETHUSDT,ENTER_LONG,True,allowed
1767502800,SOLUSDT,ENTER_LONG,True,allowed
1767503700,BTCUSDT,EXIT_LONG,True,exit
1767503700,ETHUSDT,EXIT_LONG,True,exit
1767503700,SOLUSDT,EXIT_LONG,True,exit
1767504600,BTCUSDT,ENTER_LONG,True,allowed
1767504600,ETHUSDT,ENTER_LONG,True,allowed
1767504600,SOLUSDT,ENTER_LONG,True,allowed
1767510900,BTCUSDT,EXIT_LONG,True,exit
1767510900,ETHUSDT,EXIT_LONG,True,exit
1767510900,SOLUSDT,EXIT_LONG,True,exit
1767511800,BTCUSDT,ENTER_LONG,True,allowed
1767511800,ETHUSDT,ENTER_LONG,True,allowed
1767511800,SOLUSDT,ENTER_LONG,True,allowed
1767512700,BTCUSDT,EXIT_LONG,True,exit
1767512700,ETHUSDT,EXIT_LONG,True,exit
1767512700,SOLUSDT,EXIT_LONG,True,exit
1767513600,BTCUSDT,ENTER_LONG,True,allowed
1767513600,ETHUSDT,ENTER_LONG,True,allowed
1767513600,SOLUSDT,ENTER_LONG,True,allowed
1767519900,BTCUSDT,EXIT_LONG,True,exit
1767519900,ETHUSDT,EXIT_LONG,True,exit
1767519900,SOLUSDT,EXIT_LONG,True,exit
1767520800,BTCUSDT,ENTER_LONG,True,allowed
1767520800,ETHUSDT,ENTER_LONG,True,allowed
1767520800,SOLUSDT,ENTER_LONG,True,allowed
1767521700,BTCUSDT,EXIT_LONG,True,exit
1767521700,ETHUSDT,EXIT_LONG,True,exit
1767521700,SOLUSDT,EXIT_LONG,True,exit
1767522600,BTCUSDT,ENTER_LONG,True,allowed
1767522600,ETHUSDT,ENTER_LONG,True,allowed
1767522600,SOLUSDT,ENTER_LONG,True,allowed
1767528900,BTCUSDT,EXIT_LONG,True,exit
1767528900,ETHUSDT,EXIT_LONG,True,exit
1767528900,SOLUSDT,EXIT_LONG,True,exit
1767529800,BTCUSDT,ENTER_LONG,True,allowed
1767529800,ETHUSDT,ENTER_LONG,True,allowed
1767529800,SOLUSDT,ENTER_LONG,True,allowed
1767530700,BTCUSDT,EXIT_LONG,True,exit
1767530700,ETHUSDT,EXIT_LONG,True,exit
1767530700,SOLUSDT,EXIT_LONG,True,exit
1767531600,BTCUSDT,ENTER_LONG,True,allowed
1767531600,ETHUSDT,ENTER_LONG,True,allowed
1767531600,SOLUSDT,ENTER_LONG,True,allowed
1767537900,BTCUSDT,EXIT_LONG,True,exit
1767537900,ETHUSDT,EXIT_LONG,True,exit
1767537900,SOLUSDT,EXIT_LONG,True,exit
1767538800,BTCUSDT,ENTER_LONG,True,allowed
1767538800,ETHUSDT,ENTER_LONG,True,allowed
1767538800,SOLUSDT,ENTER_LONG,True,allowed
1767539700,BTCUSDT,EXIT_LONG,True,exit
1767539700,ETHUSDT,EXIT_LONG,True,exit
1767539700,SOLUSDT,EXIT_LONG,True,exit
1767540600,BTCUSDT,ENTER_LONG,True,allowed
1767540600,ETHUSDT,ENTER_LONG,True,allowed
1767540600,SOLUSDT,ENTER_LONG,True,allowed
1767546900,BTCUSDT,EXIT_LONG,True,exit
1767546900,ETHUSDT,EXIT_LONG,True,exit
1767546900,SOLUSDT,EXIT_LONG,True,exit
1767547800,BTCUSDT,ENTER_LONG,True,allowed
1767547800,ETHUSDT,ENTER_LONG,True,allowed
1767547800,SOLUSDT,ENTER_LONG,True,allowed
1767548700,BTCUSDT,EXIT_LONG,True,exit
1767548700,ETHUSDT,EXIT_LONG,True,exit
1767548700,SOLUSDT,EXIT_LONG,True,exit
1767549600,BTCUSDT,ENTER_LONG,True,allowed
1767549600,ETHUSDT,ENTER_LONG,True,allowed
1767549600,SOLUSDT,ENTER_LONG,True,allowed
1767555900,BTCUSDT,EXIT_LONG,True,exit
1767555900,ETHUSDT,EXIT_LONG,True,exit
1767555900,SOLUSDT,EXIT_LONG,True,exit
1767556800,BTCUSDT,ENTER_LONG,True,allowed
1767556800,ETHUSDT,ENTER_LONG,True,allowed
1767556800,SOLUSDT,ENTER_LONG,True,allowed
1767557700,BTCUSDT,EXIT_LONG,True,exit
1767557700,ETHUSDT,EXIT_LONG,True,exit
1767557700,SOLUSDT,EXIT_LONG,True,exit
1767558600,BTCUSDT,ENTER_LONG,True,allowed
1767558600,ETHUSDT,ENTER_LONG,True,allowed
1767558600,SOLUSDT,ENTER_LONG,True,allowed
1767564900,BTCUSDT,EXIT_LONG,True,exit
1767564900,ETHUSDT,EXIT_LONG,True,exit
1767564900,SOLUSDT,EXIT_LONG,True,exit
1767565800,BTCUSDT,ENTER_LONG,True,allowed
1767565800,ETHUSDT,ENTER_LONG,True,allowed
1767565800,SOLUSDT,ENTER_LONG,True,allowed
1767566700,BTCUSDT,EXIT_LONG,True,exit
1767566700,ETHUSDT,EXIT_LONG,True,exit
1767566700,SOLUSDT,EXIT_LONG,True,exit
1767567600,BTCUSDT,ENTER_LONG,True,allowed
1767567600,ETHUSDT,ENTER_LONG,True,allowed
1767567600,SOLUSDT,ENTER_LONG,True,allowed
1767573900,BTCUSDT,EXIT_LONG,True,exit
1767573900,ETHUSDT,EXIT_LONG,True,exit
1767573900,SOLUSDT,EXIT_LONG,True,exit
1767574800,BTCUSDT,ENTER_LONG,True,allowed
1767574800,ETHUSDT,ENTER_LONG,True,allowed
1767574800,SOLUSDT,ENTER_LONG,True,allowed
1767575700,BTCUSDT,EXIT_LONG,True,exit
1767575700,ETHUSDT,EXIT_LONG,True,exit
1767575700,SOLUSDT,EXIT_LONG,True,exit
1767576600,BTCUSDT,ENTER_LONG,True,allowed
1767576600,ETHUSDT,ENTER_LONG,True,allowed
1767576600,SOLUSDT,ENTER_LONG,True,allowed
1767582900,BTCUSDT,EXIT_LONG,True,exit
1767582900,ETHUSDT,EXIT_LONG,True,exit
1767582900,SOLUSDT,EXIT_LONG,True,exit
1767583800,BTCUSDT,ENTER_LONG,True,allowed
1767583800,ETHUSDT,ENTER_LONG,True,allowed
1767583800,SOLUSDT,ENTER_LONG,True,allowed
1767584700,BTCUSDT,EXIT_LONG,True,exit
1767584700,ETHUSDT,EXIT_LONG,True,exit
1767584700,SOLUSDT,EXIT_LONG,True,exit
1767585600,BTCUSDT,ENTER_LONG,True,allowed
1767585600,ETHUSDT,ENTER_LONG,True,allowed
1767585600,SOLUSDT,ENTER_LONG,True,allowed
1767591900,BTCUSDT,EXIT_LONG,True,exit
1767591900,ETHUSDT,EXIT_LONG,True,exit
1767591900,SOLUSDT,EXIT_LONG,True,exit
1767592800,BTCUSDT,ENTER_LONG,True,allowed
1767592800,ETHUSDT,ENTER_LONG,True,allowed
1767592800,SOLUSDT,ENTER_LONG,True,allowed
1767593700,BTCUSDT,EXIT_LONG,True,exit
1767593700,ETHUSDT,EXIT_LONG,True,exit
1767593700,SOLUSDT,EXIT_LONG,True,exit
1767594600,BTCUSDT,ENTER_LONG,True,allowed
1767594600,ETHUSDT,ENTER_LONG,True,allowed
1767594600,SOLUSDT,ENTER_LONG,True,allowed
1767600900,BTCUSDT,EXIT_LONG,True,exit
1767600900,ETHUSDT,EXIT_LONG,True,exit
1767600900,SOLUSDT,EXIT_LONG,True,exit
1767601800,BTCUSDT,ENTER_LONG,True,allowed
1767601800,ETHUSDT,ENTER_LONG,True,allowed
1767601800,SOLUSDT,ENTER_LONG,True,allowed
1767602700,BTCUSDT,EXIT_LONG,True,exit
1767602700,ETHUSDT,EXIT_LONG,True,exit
1767602700,SOLUSDT,EXIT_LONG,True,exit
1767603600,BTCUSDT,ENTER_LONG,True,allowed
1767603600,ETHUSDT,ENTER_LONG,True,allowed
1767603600,SOLUSDT,ENTER_LONG,True,allowed
